EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,JobInvolvement,JobLevel,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1340,46,Female,Married,Sales,Sales Representative,Medical,3,Travel_Frequently,29,8415,21,3,No,2,3,1,3,3,1,2,5,18,2,16,5,6,8,Yes
1341,23,Male,Single,Research & Development,Healthcare Representative,Marketing,5,Non-Travel,29,17662,17,2,No,4,1,2,3,3,1,2,9,39,6,5,5,6,5,No
1342,49,Male,Divorced,Research & Development,Manager,Marketing,3,Travel_Rarely,26,12116,16,1,No,1,1,2,4,3,1,5,7,38,2,4,4,5,4,No
1343,46,Male,Divorced,Sales,Sales Executive,Human Resources,2,Travel_Frequently,28,17964,13,1,No,3,1,4,2,3,1,4,7,26,1,26,9,10,16,No
1344,19,Male,Married,Research & Development,Manager,Other,5,Travel_Frequently,10,5958,16,2,No,1,4,2,4,3,1,1,4,35,2,1,1,2,1,Yes
1345,40,Female,Married,Research & Development,Manager,Medical,2,Travel_Frequently,28,5276,25,1,No,4,1,3,3,4,1,3,8,22,2,22,7,7,2,No
1346,36,Male,Married,Research & Development,Manager,Technical Degree,2,Travel_Frequently,6,5776,17,1,Yes,3,2,1,4,3,1,3,3,13,2,13,5,6,4,No
1347,48,Male,Married,Research & Development,Healthcare Representative,Marketing,2,Travel_Rarely,17,18208,16,0,No,3,3,3,3,3,2,4,8,19,3,14,4,0,14,No
1348,22,Female,Single,Sales,Sales Representative,Technical Degree,2,Travel_Rarely,18,4832,11,3,No,2,3,2,4,3,2,3,6,37,2,4,4,5,4,No
1349,36,Male,Divorced,Research & Development,Research Scientist,Human Resources,1,Non-Travel,5,15901,22,2,Yes,1,1,4,2,3,4,4,5,18,1,18,5,6,15,Yes
1350,51,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,4,Travel_Rarely,18,6445,24,0,Yes,4,3,1,4,3,1,5,3,33,4,33,16,11,8,Yes
1351,27,Female,Married,Research & Development,Manager,Other,1,Non-Travel,26,2380,11,1,Yes,4,2,3,2,3,1,4,1,29,3,9,5,6,0,No
1352,42,Female,Divorced,Research & Development,Manager,Other,3,Travel_Rarely,17,10865,19,0,No,3,1,4,2,3,2,2,7,24,0,24,16,10,2,No
1353,19,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,3,Travel_Rarely,22,14926,16,3,No,2,2,2,3,3,2,4,5,3,2,1,1,2,1,Yes
1354,28,Male,Divorced,Sales,Manager,Other,4,Travel_Rarely,16,12580,22,2,Yes,3,4,4,2,3,1,5,2,10,6,10,10,11,10,Yes
1355,48,Female,Married,Sales,Sales Executive,Marketing,4,Travel_Frequently,8,6634,12,3,No,3,2,3,1,3,1,4,6,30,6,30,16,11,17,No
1356,32,Female,Divorced,Research & Development,Manager,Human Resources,4,Travel_Rarely,24,6810,25,3,Yes,3,2,4,1,3,2,5,9,22,4,14,12,10,6,No
1357,26,Male,Divorced,Sales,Sales Executive,Technical Degree,2,Travel_Rarely,13,11179,21,0,No,3,2,3,1,3,2,2,6,8,4,8,6,7,5,No
1358,40,Male,Divorced,Research & Development,Research Scientist,Marketing,1,Travel_Frequently,29,13251,11,0,No,4,2,4,3,3,4,1,5,19,3,19,5,6,10,No
1359,36,Male,Single,Human Resources,Manager,Technical Degree,3,Non-Travel,24,14131,21,3,No,4,4,1,1,3,4,5,1,21,6,18,13,13,4,No
1360,26,Female,Single,Research & Development,Manager,Marketing,1,Travel_Rarely,16,13707,22,1,No,3,1,4,3,3,1,1,7,36,0,4,4,5,4,No
1361,52,Male,Divorced,Research & Development,Laboratory Technician,Other,1,Travel_Rarely,11,19233,12,2,No,3,2,1,3,4,2,5,0,8,5,8,2,3,0,No
1362,38,Female,Divorced,Research & Development,Laboratory Technician,Other,1,Travel_Rarely,6,3749,18,1,No,2,1,3,1,3,4,4,0,20,6,20,8,9,10,Yes
1363,26,Male,Divorced,Research & Development,Healthcare Representative,Human Resources,4,Non-Travel,27,14156,15,1,No,3,3,1,2,3,1,1,5,34,6,5,5,1,5,Yes
1364,45,Female,Divorced,Research & Development,Laboratory Technician,Other,4,Travel_Rarely,3,17589,17,2,No,4,2,4,4,3,4,5,4,24,1,24,17,10,15,No
1365,24,Female,Divorced,Human Resources,Human Resources,Medical,3,Travel_Rarely,1,4450,17,0,Yes,1,2,1,3,3,4,5,8,33,5,6,6,3,2,No
1366,33,Male,Divorced,Research & Development,Research Scientist,Marketing,3,Travel_Rarely,18,8214,12,1,Yes,4,3,3,1,4,4,1,6,15,4,15,9,6,10,No
1367,33,Male,Single,Human Resources,Manager,Marketing,3,Travel_Rarely,5,12814,14,0,No,2,1,4,3,4,3,5,1,30,5,1,1,0,1,No
1368,50,Male,Married,Human Resources,Manager,Technical Degree,1,Travel_Rarely,13,6141,12,2,No,4,4,1,2,3,1,1,6,31,6,4,0,1,4,No
1369,21,Male,Divorced,Sales,Sales Executive,Human Resources,4,Travel_Rarely,10,3708,17,1,No,1,2,1,2,3,4,2,2,34,4,3,2,3,1,No
1370,21,Male,Divorced,Sales,Sales Representative,Life Sciences,2,Travel_Frequently,5,19375,15,0,No,3,3,2,1,3,1,3,0,10,5,3,3,2,3,Yes
1371,56,Male,Divorced,Sales,Manager,Other,1,Travel_Rarely,26,16088,11,0,No,1,3,1,3,3,1,2,7,16,4,7,6,7,7,No
1372,57,Female,Married,Sales,Sales Representative,Life Sciences,5,Travel_Rarely,14,12834,12,1,No,3,2,2,4,3,2,1,2,35,4,0,0,1,0,Yes
1373,34,Female,Divorced,Sales,Manager,Medical,1,Travel_Rarely,17,13278,16,2,No,3,1,3,4,3,1,4,7,16,3,16,3,3,14,No
1374,54,Female,Divorced,Research & Development,Research Scientist,Human Resources,4,Non-Travel,1,11014,24,3,No,4,1,2,3,3,4,4,6,23,0,22,16,11,1,No
1375,56,Male,Married,Sales,Sales Representative,Marketing,5,Travel_Rarely,25,4273,14,0,No,4,2,3,3,3,1,3,1,31,4,31,2,3,11,Yes
1376,46,Male,Divorced,Sales,Sales Representative,Life Sciences,1,Travel_Rarely,2,15367,17,2,Yes,4,3,1,3,4,2,1,0,27,1,10,3,4,7,Yes
1377,53,Male,Married,Research & Development,Manager,Medical,4,Travel_Rarely,7,5538,25,1,No,2,2,1,1,3,3,5,6,35,6,35,1,2,0,No
1378,55,Male,Married,Sales,Sales Representative,Human Resources,4,Travel_Rarely,10,13541,12,0,No,4,4,2,2,3,3,2,0,28,6,23,13,2,7,No
1379,56,Male,Divorced,Research & Development,Laboratory Technician,Medical,2,Travel_Frequently,20,9712,23,0,No,2,4,3,4,3,2,2,5,12,1,10,4,3,9,No
1380,54,Male,Single,Sales,Sales Executive,Other,1,Travel_Rarely,7,10168,22,0,Yes,4,1,1,1,3,4,3,9,28,2,28,1,2,12,No
1381,52,Female,Single,Sales,Manager,Life Sciences,4,Travel_Rarely,24,4551,12,2,Yes,3,4,2,3,3,4,3,9,30,4,25,14,11,4,No
1382,24,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,3,Travel_Frequently,16,13297,22,0,No,2,3,2,3,3,4,3,7,6,4,6,6,0,6,No
1383,44,Male,Married,Research & Development,Research Scientist,Technical Degree,4,Travel_Rarely,5,11965,16,0,No,1,4,2,2,3,1,3,6,26,4,26,9,10,9,No
1384,45,Male,Married,Research & Development,Research Scientist,Human Resources,2,Travel_Rarely,29,3832,18,1,No,2,2,1,3,4,3,3,3,30,5,19,19,8,13,Yes
1385,39,Female,Married,Research & Development,Healthcare Representative,Medical,4,Travel_Rarely,28,14422,23,0,No,2,3,3,1,3,4,3,0,37,4,2,0,1,2,No
1386,31,Male,Divorced,Research & Development,Research Scientist,Marketing,1,Travel_Rarely,12,1152,11,2,No,1,1,1,1,3,3,5,0,37,4,0,0,1,0,Yes
1387,24,Male,Single,Sales,Sales Executive,Life Sciences,1,Travel_Rarely,17,12156,15,1,No,2,1,4,2,3,2,5,3,3,1,0,0,1,0,No
1388,54,Male,Married,Sales,Sales Executive,Technical Degree,5,Travel_Rarely,16,12108,11,3,Yes,3,4,4,1,3,3,2,4,34,0,16,13,12,15,No
1389,39,Male,Married,Research & Development,Manager,Technical Degree,1,Non-Travel,20,3800,25,1,No,4,1,1,4,3,4,2,6,32,0,1,0,1,1,No
1390,22,Female,Divorced,Research & Development,Research Scientist,Medical,5,Travel_Rarely,26,6310,21,0,No,1,2,3,1,3,3,3,3,4,2,4,4,3,4,Yes
1391,19,Male,Single,Human Resources,Human Resources,Technical Degree,3,Travel_Rarely,16,10944,16,3,Yes,4,3,2,1,3,2,2,9,18,1,1,1,2,1,No
1392,44,Male,Single,Research & Development,Healthcare Representative,Medical,2,Travel_Rarely,19,3610,17,1,No,3,2,4,1,3,3,3,0,8,4,5,5,6,5,Yes
1393,38,Male,Divorced,Research & Development,Manager,Life Sciences,3,Travel_Rarely,26,13067,16,0,No,1,2,4,4,3,1,5,9,18,0,7,7,3,7,Yes
1394,55,Female,Single,Research & Development,Healthcare Representative,Medical,5,Travel_Frequently,15,2104,24,1,No,4,2,1,3,3,2,4,6,28,3,28,12,13,11,No
1395,32,Male,Divorced,Sales,Manager,Technical Degree,4,Travel_Rarely,12,11728,23,2,No,4,2,4,1,3,1,5,1,25,3,14,5,0,1,No
1396,38,Male,Married,Human Resources,Manager,Medical,4,Non-Travel,21,8263,19,0,No,3,3,4,2,3,1,1,1,12,3,2,2,3,2,No
1397,27,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,3,Travel_Rarely,10,2914,13,2,No,4,3,2,4,3,4,5,7,21,4,9,1,2,9,No
1398,40,Male,Married,Research & Development,Laboratory Technician,Other,4,Travel_Rarely,29,1406,18,0,No,3,2,2,2,3,4,1,9,7,4,4,4,5,4,No
1399,56,Male,Divorced,Research & Development,Healthcare Representative,Human Resources,5,Travel_Rarely,26,14689,13,2,No,2,2,3,1,3,2,2,9,26,2,26,5,6,5,Yes
1400,22,Male,Married,Research & Development,Healthcare Representative,Technical Degree,2,Travel_Rarely,29,1166,21,3,No,3,1,4,2,3,4,5,9,25,6,4,2,2,4,No
1401,18,Male,Married,Sales,Sales Executive,Technical Degree,1,Travel_Rarely,22,1508,25,2,No,2,1,3,1,3,3,4,4,2,2,0,0,1,0,No
1402,30,Male,Divorced,Human Resources,Human Resources,Technical Degree,5,Travel_Frequently,2,19045,22,1,Yes,1,3,3,4,3,2,5,9,12,2,12,12,2,3,No
1403,38,Female,Married,Research & Development,Research Scientist,Human Resources,5,Travel_Rarely,7,4664,23,0,Yes,4,1,2,2,3,4,5,1,8,5,8,5,6,7,No
1404,43,Male,Single,Research & Development,Healthcare Representative,Other,1,Non-Travel,13,14050,23,1,No,3,3,2,2,4,4,5,4,32,3,25,10,2,8,Yes
1405,38,Male,Divorced,Sales,Sales Executive,Marketing,1,Travel_Rarely,3,1680,17,2,Yes,3,3,1,1,3,3,3,7,11,4,3,2,0,1,No
1406,35,Male,Single,Research & Development,Research Scientist,Technical Degree,2,Travel_Rarely,15,19908,24,0,No,4,4,2,1,3,1,5,5,17,3,17,15,1,10,No
1407,54,Male,Married,Research & Development,Laboratory Technician,Marketing,2,Travel_Rarely,1,19504,23,2,No,4,3,3,3,3,3,5,2,36,2,36,4,1,6,No
1408,49,Male,Married,Sales,Manager,Life Sciences,2,Travel_Rarely,26,5357,15,3,No,1,1,4,1,4,1,4,7,26,4,26,1,2,3,No
1409,53,Male,Married,Human Resources,Human Resources,Other,4,Travel_Frequently,3,2363,22,3,No,1,4,3,1,4,4,1,8,17,1,12,12,6,12,No
1410,34,Male,Divorced,Sales,Manager,Medical,5,Travel_Rarely,25,10523,23,3,No,3,1,3,3,3,1,1,4,12,0,12,12,7,0,No
1411,52,Male,Married,Sales,Sales Executive,Marketing,1,Travel_Frequently,10,3292,11,2,No,1,3,3,1,3,1,4,1,39,0,21,6,1,11,No
1412,28,Male,Single,Human Resources,Manager,Other,5,Travel_Rarely,27,2538,25,2,Yes,2,3,2,1,4,4,2,1,22,2,10,10,8,4,Yes
1413,38,Female,Single,Human Resources,Manager,Life Sciences,5,Travel_Frequently,27,4408,21,3,Yes,1,2,3,3,3,2,5,6,20,6,20,3,4,7,Yes
1414,43,Male,Divorced,Research & Development,Manager,Other,2,Travel_Frequently,15,9752,22,2,No,1,3,1,4,3,3,2,0,35,3,18,15,2,10,Yes
1415,21,Male,Single,Research & Development,Manager,Medical,2,Travel_Rarely,22,19287,14,1,No,3,4,4,4,3,4,4,9,29,1,3,3,4,3,Yes
1416,51,Male,Divorced,Research & Development,Manager,Technical Degree,5,Travel_Rarely,27,1174,24,2,Yes,2,3,2,1,3,3,2,1,20,4,7,1,2,7,No
1417,35,Male,Divorced,Sales,Manager,Technical Degree,2,Travel_Rarely,6,3230,23,1,No,1,2,3,1,3,3,1,9,22,6,17,15,1,11,Yes
1418,57,Male,Married,Sales,Sales Representative,Technical Degree,4,Travel_Rarely,20,5287,21,3,No,2,3,1,3,3,1,3,3,25,3,25,3,4,9,Yes
1419,52,Male,Single,Research & Development,Research Scientist,Human Resources,1,Travel_Rarely,15,13112,25,2,No,2,3,4,3,3,4,2,0,22,2,22,6,0,15,No
1420,58,Male,Single,Research & Development,Research Scientist,Human Resources,5,Travel_Rarely,24,8106,19,3,Yes,2,3,3,4,3,2,3,3,38,3,12,12,8,7,No
1421,46,Male,Single,Research & Development,Manager,Human Resources,1,Travel_Rarely,21,10689,25,0,No,4,2,4,2,3,3,2,9,27,2,27,5,6,7,No
1422,46,Male,Married,Research & Development,Research Scientist,Human Resources,4,Non-Travel,7,13046,18,2,Yes,4,1,2,1,3,3,4,4,39,5,8,8,9,5,No
1423,55,Male,Divorced,Sales,Sales Executive,Life Sciences,2,Travel_Rarely,25,18951,13,2,No,4,3,2,2,3,2,3,8,21,0,19,6,7,2,No
1424,59,Female,Single,Research & Development,Laboratory Technician,Other,3,Non-Travel,29,2151,25,3,No,4,4,1,2,3,3,2,0,18,6,18,1,2,7,No
1425,38,Female,Single,Sales,Manager,Life Sciences,4,Travel_Rarely,29,8619,12,3,No,3,2,2,3,3,4,4,4,23,0,20,18,10,9,Yes
1426,59,Female,Single,Research & Development,Manager,Technical Degree,3,Travel_Rarely,21,7033,21,3,No,1,4,1,1,4,2,1,1,11,3,11,8,3,4,No
1427,30,Male,Single,Research & Development,Manager,Medical,1,Travel_Rarely,27,9560,19,0,No,4,3,3,1,3,4,5,8,25,1,12,3,4,10,Yes
1428,58,Female,Married,Research & Development,Research Scientist,Human Resources,5,Travel_Rarely,5,5946,11,0,No,3,2,4,3,3,2,4,5,30,4,30,13,11,3,No
1429,34,Male,Divorced,Research & Development,Healthcare Representative,Other,2,Travel_Frequently,4,2907,19,3,No,1,3,2,2,3,3,4,1,13,2,13,4,5,13,Yes
1430,26,Female,Single,Sales,Sales Representative,Medical,4,Non-Travel,22,4490,22,2,No,4,4,4,3,3,2,1,2,39,4,8,6,2,2,No
1431,58,Female,Single,Sales,Manager,Life Sciences,2,Travel_Rarely,18,19919,17,2,No,1,2,4,4,3,4,3,7,37,0,25,7,2,17,Yes
1432,18,Female,Divorced,Research & Development,Manager,Human Resources,3,Non-Travel,3,5173,22,3,No,4,1,3,1,4,2,2,0,10,1,0,0,1,0,Yes
1433,19,Male,Married,Research & Development,Laboratory Technician,Life Sciences,3,Travel_Rarely,17,12065,12,1,No,3,1,3,4,3,3,3,2,29,1,1,1,1,1,No
1434,46,Male,Married,Sales,Manager,Life Sciences,5,Non-Travel,18,18677,21,0,No,2,1,2,3,3,1,4,9,28,4,28,10,11,15,Yes
1435,50,Male,Married,Sales,Sales Executive,Marketing,3,Travel_Rarely,18,5769,15,0,No,2,3,3,1,3,3,2,0,32,0,32,19,9,13,No
1436,27,Male,Married,Research & Development,Laboratory Technician,Other,5,Non-Travel,24,5796,24,1,No,1,2,4,4,3,3,5,7,12,4,9,3,3,9,No
1437,57,Male,Single,Sales,Manager,Life Sciences,4,Non-Travel,24,14046,12,3,No,3,4,1,4,3,1,5,0,38,3,5,5,6,3,No
1438,38,Male,Divorced,Research & Development,Research Scientist,Technical Degree,5,Travel_Rarely,2,15211,25,2,No,2,4,1,2,3,2,2,4,20,1,20,13,2,0,No
1439,45,Male,Divorced,Research & Development,Research Scientist,Life Sciences,3,Travel_Rarely,13,5997,15,2,Yes,4,3,1,1,3,3,4,3,27,1,27,5,6,0,No
1440,28,Female,Divorced,Sales,Sales Representative,Human Resources,1,Travel_Rarely,22,18376,17,0,Yes,2,3,2,4,4,1,1,6,9,3,0,0,1,0,No
1441,51,Male,Married,Sales,Manager,Technical Degree,5,Travel_Rarely,15,9112,15,1,No,1,4,3,4,3,4,3,4,33,0,33,17,1,2,No
1442,25,Male,Married,Human Resources,Manager,Life Sciences,2,Travel_Frequently,5,6287,12,2,No,1,2,3,2,3,1,3,7,38,1,7,0,1,7,Yes
1443,39,Female,Divorced,Research & Development,Research Scientist,Technical Degree,1,Travel_Frequently,3,11578,21,0,No,3,3,3,4,3,3,1,0,28,6,7,7,8,7,No
1444,25,Female,Single,Research & Development,Laboratory Technician,Life Sciences,5,Travel_Frequently,5,19624,24,2,No,1,2,3,4,3,4,1,4,15,5,6,0,1,6,Yes
1445,32,Male,Married,Research & Development,Laboratory Technician,Other,2,Travel_Rarely,5,18860,15,2,Yes,2,4,4,4,3,3,5,3,10,5,10,0,1,1,No
1446,34,Male,Single,Human Resources,Human Resources,Technical Degree,1,Travel_Rarely,5,7426,22,2,No,2,2,1,2,3,1,1,2,35,5,16,16,12,3,No
1447,40,Male,Divorced,Human Resources,Human Resources,Medical,5,Travel_Rarely,3,12599,22,0,No,2,1,4,4,3,4,2,4,3,2,3,3,4,0,No
1448,41,Male,Married,Research & Development,Manager,Marketing,4,Travel_Frequently,3,1389,20,1,Yes,2,4,2,4,4,3,5,9,35,6,23,17,13,10,No
1449,36,Female,Single,Research & Development,Laboratory Technician,Technical Degree,2,Travel_Rarely,20,1999,24,3,No,3,1,1,1,3,1,4,2,15,2,11,11,12,4,No
1450,22,Female,Married,Sales,Sales Executive,Human Resources,4,Travel_Rarely,23,13812,16,1,No,4,4,1,1,3,4,5,7,5,0,4,4,5,1,No
1451,49,Male,Divorced,Research & Development,Research Scientist,Marketing,3,Travel_Rarely,28,16599,25,2,No,4,1,4,2,4,3,5,2,31,3,31,0,1,12,No
1452,18,Female,Divorced,Research & Development,Laboratory Technician,Marketing,5,Travel_Rarely,28,2855,15,1,No,3,2,2,3,3,1,3,0,35,4,0,0,1,0,No
1453,40,Female,Divorced,Research & Development,Research Scientist,Life Sciences,5,Travel_Rarely,28,9125,12,2,No,1,4,2,1,3,3,1,8,22,6,22,9,2,16,No
1454,54,Female,Single,Human Resources,Human Resources,Technical Degree,2,Travel_Rarely,18,14794,16,0,No,4,4,1,2,3,3,2,8,23,0,23,9,2,17,Yes
1455,25,Female,Married,Sales,Sales Executive,Other,5,Non-Travel,26,3763,16,0,No,1,1,3,4,3,3,1,5,30,4,7,7,7,7,No
1456,30,Male,Married,Research & Development,Research Scientist,Marketing,3,Travel_Rarely,20,5986,22,0,Yes,4,2,2,4,3,2,3,9,12,0,12,8,7,5,No
1457,25,Male,Married,Sales,Sales Executive,Human Resources,5,Travel_Frequently,4,2481,12,2,No,1,4,4,2,3,3,1,0,31,2,7,1,2,2,Yes
1458,40,Male,Divorced,Research & Development,Laboratory Technician,Other,1,Travel_Rarely,1,4731,23,1,No,3,3,2,4,3,4,2,7,24,5,3,2,3,3,No
1459,18,Female,Single,Sales,Sales Executive,Other,4,Travel_Frequently,26,17835,23,3,No,2,1,1,4,3,1,1,1,28,3,0,0,1,0,Yes
1460,41,Female,Divorced,Sales,Sales Executive,Human Resources,3,Travel_Rarely,16,18266,14,3,No,1,4,3,3,3,1,3,8,23,2,23,5,3,0,No
1461,52,Male,Divorced,Sales,Manager,Human Resources,3,Travel_Frequently,8,11758,17,0,No,2,2,2,4,3,2,2,7,21,3,6,6,0,6,No
1462,41,Male,Single,Research & Development,Healthcare Representative,Life Sciences,4,Travel_Frequently,17,17311,11,3,No,1,2,1,1,3,2,1,2,23,6,10,10,3,4,No
1463,34,Male,Divorced,Research & Development,Laboratory Technician,Medical,4,Travel_Rarely,8,9566,11,2,Yes,1,2,2,4,3,2,3,4,32,4,16,14,7,15,No
1464,22,Female,Divorced,Research & Development,Healthcare Representative,Technical Degree,3,Non-Travel,7,12889,24,1,No,1,2,3,2,4,3,3,8,35,0,4,4,5,4,No
1465,37,Male,Married,Human Resources,Manager,Marketing,4,Travel_Rarely,25,12254,21,3,No,1,1,4,3,4,3,5,0,39,1,19,11,1,11,No
1466,38,Male,Single,Research & Development,Laboratory Technician,Technical Degree,2,Travel_Frequently,8,12442,22,3,No,1,4,1,4,3,4,2,8,20,1,20,17,2,12,No
1467,57,Male,Single,Sales,Manager,Other,4,Travel_Rarely,21,14521,21,1,No,2,1,1,2,3,1,2,3,25,3,25,15,11,3,No
1468,48,Female,Married,Research & Development,Research Scientist,Marketing,1,Non-Travel,24,5559,16,3,No,1,1,3,1,3,1,1,3,24,5,24,1,2,8,Yes
1469,53,Female,Single,Sales,Manager,Life Sciences,1,Travel_Frequently,27,17199,17,1,Yes,2,2,1,4,3,3,5,3,28,5,28,10,10,15,Yes
1470,28,Male,Married,Human Resources,Manager,Technical Degree,2,Travel_Rarely,26,8291,22,2,No,3,3,3,3,3,1,2,9,29,3,10,10,10,0,No
1471,32,Male,Divorced,Sales,Sales Representative,Life Sciences,4,Travel_Rarely,12,9160,15,2,No,4,2,1,4,3,3,3,8,14,2,14,4,3,4,No
1472,36,Female,Single,Human Resources,Human Resources,Life Sciences,1,Non-Travel,16,1112,25,2,No,1,3,3,2,3,2,2,5,18,1,18,5,3,4,Yes
1473,24,Female,Single,Sales,Sales Representative,Technical Degree,5,Travel_Frequently,12,16924,22,0,No,4,1,2,3,3,3,5,7,6,2,6,6,7,6,No
1474,45,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,4,Non-Travel,19,17523,20,2,No,2,2,2,4,3,4,4,3,13,4,13,9,10,7,Yes
1475,22,Male,Divorced,Research & Development,Manager,Marketing,2,Travel_Rarely,10,2424,18,3,No,3,2,2,1,3,3,3,2,34,1,4,3,4,4,No
1476,22,Male,Single,Human Resources,Human Resources,Other,4,Travel_Rarely,7,11808,21,0,No,3,1,1,3,3,3,2,0,27,4,4,4,5,4,No
1477,47,Male,Single,Sales,Sales Representative,Other,3,Travel_Rarely,12,7043,14,0,Yes,3,2,3,1,3,1,3,9,27,0,27,11,12,3,Yes
1478,49,Male,Single,Research & Development,Healthcare Representative,Human Resources,3,Travel_Rarely,20,7989,13,0,No,4,4,3,2,4,3,1,6,39,2,16,9,10,14,No
1479,25,Male,Married,Human Resources,Human Resources,Life Sciences,1,Travel_Rarely,5,7261,17,2,Yes,2,3,4,4,3,4,3,3,23,3,2,2,3,2,Yes
1480,27,Male,Single,Research & Development,Laboratory Technician,Other,3,Travel_Rarely,16,1887,24,0,Yes,1,3,2,1,3,3,2,7,9,1,9,4,5,9,No
1481,55,Female,Single,Research & Development,Research Scientist,Medical,2,Travel_Rarely,9,17433,14,2,Yes,1,3,4,2,3,3,1,2,29,2,29,0,1,4,No
1482,49,Male,Divorced,Research & Development,Manager,Marketing,1,Travel_Rarely,7,17402,11,2,No,2,2,2,4,3,2,1,0,37,3,28,4,4,17,No
1483,45,Male,Divorced,Research & Development,Research Scientist,Marketing,2,Travel_Rarely,20,13253,21,0,No,4,4,4,2,3,3,1,4,27,0,14,14,0,7,Yes
1484,34,Male,Married,Research & Development,Laboratory Technician,Human Resources,2,Travel_Frequently,22,19990,18,0,Yes,1,2,2,1,3,3,4,1,32,1,16,4,3,0,Yes
1485,48,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,3,Travel_Rarely,26,8846,15,3,Yes,2,3,3,2,3,3,4,2,30,4,30,4,5,16,Yes
1486,25,Male,Single,Human Resources,Manager,Life Sciences,3,Travel_Rarely,14,7432,23,0,No,1,2,2,3,3,4,1,5,7,0,7,7,5,1,No
1487,57,Female,Single,Sales,Manager,Marketing,2,Travel_Rarely,11,14452,18,2,Yes,3,3,1,4,3,1,2,2,22,5,22,5,6,15,No
1488,42,Male,Married,Sales,Sales Executive,Marketing,3,Travel_Rarely,7,14395,18,3,No,1,1,2,2,3,2,1,2,24,3,24,17,9,17,No
1489,26,Male,Divorced,Human Resources,Manager,Medical,3,Non-Travel,29,4765,22,3,Yes,4,3,2,1,3,2,1,5,32,1,6,6,7,1,No
1490,19,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,3,Travel_Rarely,10,19822,15,2,No,2,1,3,4,4,3,3,4,9,1,1,1,2,1,Yes
1491,32,Female,Divorced,Research & Development,Manager,Life Sciences,4,Travel_Frequently,29,16950,18,0,No,4,1,1,3,3,3,3,9,35,6,14,10,4,6,Yes
1492,20,Male,Married,Research & Development,Healthcare Representative,Other,2,Travel_Rarely,9,13502,17,0,No,2,1,3,4,3,1,3,8,12,6,2,2,3,2,No
1493,53,Male,Divorced,Sales,Sales Representative,Human Resources,5,Travel_Frequently,4,10741,23,1,No,3,3,4,3,3,3,5,0,35,0,9,9,10,5,No
1494,21,Male,Divorced,Sales,Sales Representative,Other,2,Travel_Rarely,16,6941,13,0,No,2,4,4,4,3,4,3,2,8,1,3,3,4,3,No
1495,31,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,1,Travel_Rarely,10,5855,25,1,Yes,1,3,1,2,3,1,3,2,30,3,6,2,2,6,No
1496,58,Female,Single,Research & Development,Research Scientist,Medical,3,Travel_Frequently,19,16166,14,3,No,1,2,4,2,3,3,2,5,37,0,37,15,5,8,Yes
1497,58,Male,Married,Research & Development,Laboratory Technician,Life Sciences,3,Travel_Rarely,24,6788,21,3,No,3,2,1,1,4,1,4,7,26,4,26,6,7,11,No
1498,42,Female,Single,Sales,Sales Representative,Other,5,Travel_Frequently,17,1201,22,3,Yes,2,4,2,3,4,2,4,2,24,0,24,11,11,17,No
1499,27,Male,Married,Human Resources,Human Resources,Technical Degree,1,Travel_Rarely,9,11561,23,1,Yes,3,4,4,1,3,3,4,2,26,0,0,0,1,0,No
1500,38,Female,Divorced,Human Resources,Human Resources,Technical Degree,4,Travel_Frequently,13,17901,17,2,No,1,4,2,2,3,1,5,5,35,4,20,7,8,3,No
1501,53,Male,Single,Research & Development,Research Scientist,Medical,2,Non-Travel,1,8737,14,2,Yes,4,1,3,3,3,1,1,7,8,5,3,3,4,3,No
1502,29,Female,Divorced,Research & Development,Research Scientist,Human Resources,4,Non-Travel,2,2988,16,3,No,3,4,4,1,3,3,3,5,23,6,11,0,1,11,Yes
1503,44,Male,Divorced,Sales,Sales Representative,Marketing,1,Travel_Rarely,13,16441,22,1,No,4,4,3,1,3,1,2,9,36,3,3,3,2,3,No
1504,57,Male,Married,Research & Development,Laboratory Technician,Life Sciences,5,Travel_Rarely,24,12737,12,1,No,4,4,3,1,3,3,5,2,39,5,25,13,0,17,Yes
1505,19,Male,Divorced,Research & Development,Research Scientist,Other,1,Non-Travel,9,15256,22,3,No,2,3,1,1,4,3,4,3,29,5,1,1,2,1,No
1506,30,Female,Single,Sales,Manager,Human Resources,5,Travel_Frequently,7,8162,12,0,No,3,2,3,1,3,4,5,0,25,5,0,0,1,0,Yes
1507,49,Male,Married,Human Resources,Manager,Other,4,Travel_Rarely,16,14065,13,3,Yes,4,2,1,3,3,4,2,7,6,6,6,6,7,0,Yes
